Comunidades y Ciudades Autónomas;Componentes del coste;Tipo de dato;Periodo;Total
17 Rioja, La;Coste total por trabajador;Euros;2019T4;2.533,46
17 Rioja, La;Coste total por trabajador;Euros;2019T3;2.293,86
17 Rioja, La;Coste total por trabajador;Euros;2019T2;2.489,42
17 Rioja, La;Coste total por trabajador;Euros;2019T1;2.284,01
17 Rioja, La;Coste total por trabajador;Euros;2018T4;2.482,79
17 Rioja, La;Coste total por trabajador;Euros;2018T3;2.241,94
17 Rioja, La;Coste total por trabajador;Euros;2018T2;2.417,28
17 Rioja, La;Coste total por trabajador;Euros;2018T1;2.213,29
17 Rioja, La;Coste total por trabajador;Euros;2017T4;2.507,27
17 Rioja, La;Coste total por trabajador;Euros;2017T3;2.221,67
17 Rioja, La;Coste total por trabajador;Euros;2017T2;2.424,62
17 Rioja, La;Coste total por trabajador;Euros;2017T1;2.265,33
17 Rioja, La;Coste total por trabajador;Euros;2016T4;2.497,62
17 Rioja, La;Coste total por trabajador;Euros;2016T3;2.191,05
17 Rioja, La;Coste total por trabajador;Euros;2016T2;2.413,82
17 Rioja, La;Coste total por trabajador;Euros;2016T1;2.258,56
17 Rioja, La;Coste total por trabajador;Euros;2015T4;2.539,33
17 Rioja, La;Coste total por trabajador;Euros;2015T3;2.294,02
17 Rioja, La;Coste total por trabajador;Euros;2015T2;2.468,78
17 Rioja, La;Coste total por trabajador;Euros;2015T1;2.286,97
17 Rioja, La;Coste total por trabajador;Euros;2014T4;2.490,24
17 Rioja, La;Coste total por trabajador;Euros;2014T3;2.241,29
17 Rioja, La;Coste total por trabajador;Euros;2014T2;2.449,72
17 Rioja, La;Coste total por trabajador;Euros;2014T1;2.223,91
17 Rioja, La;Coste total por trabajador;Euros;2013T4;2.526,36
17 Rioja, La;Coste total por trabajador;Euros;2013T3;2.251,8
17 Rioja, La;Coste total por trabajador;Euros;2013T2;2.504,53
17 Rioja, La;Coste total por trabajador;Euros;2013T1;2.184,96
17 Rioja, La;Coste total por trabajador;Euros;2012T4;2.448,46
17 Rioja, La;Coste total por trabajador;Euros;2012T3;2.256,58
17 Rioja, La;Coste total por trabajador;Euros;2012T2;2.458,93
17 Rioja, La;Coste total por trabajador;Euros;2012T1;2.253,95
17 Rioja, La;Coste total por trabajador;Euros;2011T4;2.529,93
17 Rioja, La;Coste total por trabajador;Euros;2011T3;2.266,12
17 Rioja, La;Coste total por trabajador;Euros;2011T2;2.483,93
17 Rioja, La;Coste total por trabajador;Euros;2011T1;2.244,86
17 Rioja, La;Coste total por trabajador;Euros;2010T4;2.526,9
17 Rioja, La;Coste total por trabajador;Euros;2010T3;2.232,61
17 Rioja, La;Coste total por trabajador;Euros;2010T2;2.468,44
17 Rioja, La;Coste total por trabajador;Euros;2010T1;2.234,56
17 Rioja, La;Coste total por trabajador;Euros;2009T4;2.536,51
17 Rioja, La;Coste total por trabajador;Euros;2009T3;2.216,03
17 Rioja, La;Coste total por trabajador;Euros;2009T2;2.448,21
17 Rioja, La;Coste total por trabajador;Euros;2009T1;2.209,83
17 Rioja, La;Coste total por trabajador;Euros;2008T4;2.441,36
17 Rioja, La;Coste total por trabajador;Euros;2008T3;2.150,51
17 Rioja, La;Coste total por trabajador;Euros;2008T2;2.342,82
17 Rioja, La;Coste total por trabajador;Euros;2008T1;2.097,94
17 Rioja, La;Coste total por trabajador;Euros;2007T4;2.344,46
17 Rioja, La;Coste total por trabajador;Euros;2007T3;2.078,93
17 Rioja, La;Coste total por trabajador;Euros;2007T2;2.236,44
17 Rioja, La;Coste total por trabajador;Euros;2007T1;1.995,38
17 Rioja, La;Coste total por trabajador;Euros;2006T4;2.256,78
17 Rioja, La;Coste total por trabajador;Euros;2006T3;1.982,88
17 Rioja, La;Coste total por trabajador;Euros;2006T2;2.194,86
17 Rioja, La;Coste total por trabajador;Euros;2006T1;1.954,98
17 Rioja, La;Coste total por trabajador;Euros;2005T4;2.084,49
17 Rioja, La;Coste total por trabajador;Euros;2005T3;1.860,39
17 Rioja, La;Coste total por trabajador;Euros;2005T2;2.035,48
17 Rioja, La;Coste total por trabajador;Euros;2005T1;1.826,05
17 Rioja, La;Coste total por trabajador;Euros;2004T4;2.032,11
17 Rioja, La;Coste total por trabajador;Euros;2004T3;1.826,5
17 Rioja, La;Coste total por trabajador;Euros;2004T2;1.989,81
17 Rioja, La;Coste total por trabajador;Euros;2004T1;1.787,5
17 Rioja, La;Coste total por trabajador;Euros;2003T4;2.005,46
17 Rioja, La;Coste total por trabajador;Euros;2003T3;1.771,08
17 Rioja, La;Coste total por trabajador;Euros;2003T2;1.943,55
17 Rioja, La;Coste total por trabajador;Euros;2003T1;1.721,49
17 Rioja, La;Coste total por trabajador;Euros;2002T4;1.935,73
17 Rioja, La;Coste total por trabajador;Euros;2002T3;1.738,84
17 Rioja, La;Coste total por trabajador;Euros;2002T2;1.868,29
17 Rioja, La;Coste total por trabajador;Euros;2002T1;1.657,89
17 Rioja, La;Coste total por trabajador;Euros;2001T4;1.895,28
17 Rioja, La;Coste total por trabajador;Euros;2001T3;1.705,2
17 Rioja, La;Coste total por trabajador;Euros;2001T2;1.780,72
17 Rioja, La;Coste total por trabajador;Euros;2001T1;1.600,31
17 Rioja, La;Coste total por trabajador;Euros;2000T4;1.784,56
17 Rioja, La;Coste total por trabajador;Euros;2000T3;1.587,6
17 Rioja, La;Coste total por trabajador;Euros;2000T2;1.715,36
17 Rioja, La;Coste total por trabajador;Euros;2000T1;1.533,22
17 Rioja, La;Coste total por trabajador;Índice;2024T4;129,5
17 Rioja, La;Coste total por trabajador;Índice;2024T3;116,7
17 Rioja, La;Coste total por trabajador;Índice;2024T2;126,6
17 Rioja, La;Coste total por trabajador;Índice;2024T1;114,2
17 Rioja, La;Coste total por trabajador;Índice;2023T4;123,2
17 Rioja, La;Coste total por trabajador;Índice;2023T3;111,8
17 Rioja, La;Coste total por trabajador;Índice;2023T2;120,3
17 Rioja, La;Coste total por trabajador;Índice;2023T1;110,9
17 Rioja, La;Coste total por trabajador;Índice;2022T4;118,5
17 Rioja, La;Coste total por trabajador;Índice;2022T3;105
17 Rioja, La;Coste total por trabajador;Índice;2022T2;112,7
17 Rioja, La;Coste total por trabajador;Índice;2022T1;104,3
17 Rioja, La;Coste total por trabajador;Índice;2021T4;112,1
17 Rioja, La;Coste total por trabajador;Índice;2021T3;100,5
17 Rioja, La;Coste total por trabajador;Índice;2021T2;107,6
17 Rioja, La;Coste total por trabajador;Índice;2021T1;98,1
17 Rioja, La;Coste total por trabajador;Índice;2020T4;107,9
17 Rioja, La;Coste total por trabajador;Índice;2020T3;98,7
17 Rioja, La;Coste total por trabajador;Índice;2020T2;95,9
17 Rioja, La;Coste total por trabajador;Índice;2020T1;97,5
17 Rioja, La;Coste total por trabajador;Índice;2019T4;108,6
17 Rioja, La;Coste total por trabajador;Índice;2019T3;98,4
17 Rioja, La;Coste total por trabajador;Índice;2019T2;106,8
17 Rioja, La;Coste total por trabajador;Índice;2019T1;97,9
17 Rioja, La;Coste total por trabajador;Índice;2018T4;106,5
17 Rioja, La;Coste total por trabajador;Índice;2018T3;96,1
17 Rioja, La;Coste total por trabajador;Índice;2018T2;103,7
17 Rioja, La;Coste total por trabajador;Índice;2018T1;94,9
17 Rioja, La;Coste total por trabajador;Índice;2017T4;107,5
17 Rioja, La;Coste total por trabajador;Índice;2017T3;95,3
17 Rioja, La;Coste total por trabajador;Índice;2017T2;104
17 Rioja, La;Coste total por trabajador;Índice;2017T1;97,1
17 Rioja, La;Coste total por trabajador;Índice;2016T4;107,1
17 Rioja, La;Coste total por trabajador;Índice;2016T3;94
17 Rioja, La;Coste total por trabajador;Índice;2016T2;103,5
17 Rioja, La;Coste total por trabajador;Índice;2016T1;96,9
17 Rioja, La;Coste total por trabajador;Índice;2015T4;108,9
17 Rioja, La;Coste total por trabajador;Índice;2015T3;98,4
17 Rioja, La;Coste total por trabajador;Índice;2015T2;105,9
17 Rioja, La;Coste total por trabajador;Índice;2015T1;98,1
17 Rioja, La;Coste total por trabajador;Índice;2014T4;106,8
17 Rioja, La;Coste total por trabajador;Índice;2014T3;96,1
17 Rioja, La;Coste total por trabajador;Índice;2014T2;105,1
17 Rioja, La;Coste total por trabajador;Índice;2014T1;95,4
17 Rioja, La;Coste total por trabajador;Índice;2013T4;108,3
17 Rioja, La;Coste total por trabajador;Índice;2013T3;96,6
17 Rioja, La;Coste total por trabajador;Índice;2013T2;107,4
17 Rioja, La;Coste total por trabajador;Índice;2013T1;93,7
17 Rioja, La;Coste total por trabajador;Índice;2012T4;105
17 Rioja, La;Coste total por trabajador;Índice;2012T3;96,8
17 Rioja, La;Coste total por trabajador;Índice;2012T2;105,4
17 Rioja, La;Coste total por trabajador;Índice;2012T1;96,7
17 Rioja, La;Coste total por trabajador;Índice;2011T4;108,5
17 Rioja, La;Coste total por trabajador;Índice;2011T3;97,2
17 Rioja, La;Coste total por trabajador;Índice;2011T2;106,5
17 Rioja, La;Coste total por trabajador;Índice;2011T1;96,3
17 Rioja, La;Coste total por trabajador;Índice;2010T4;108,4
17 Rioja, La;Coste total por trabajador;Índice;2010T3;95,7
17 Rioja, La;Coste total por trabajador;Índice;2010T2;105,9
17 Rioja, La;Coste total por trabajador;Índice;2010T1;95,8
17 Rioja, La;Coste total por trabajador;Índice;2009T4;108,8
17 Rioja, La;Coste total por trabajador;Índice;2009T3;95
17 Rioja, La;Coste total por trabajador;Índice;2009T2;105
17 Rioja, La;Coste total por trabajador;Índice;2009T1;94,8
17 Rioja, La;Coste total por trabajador;Índice;2008T4;104,7
17 Rioja, La;Coste total por trabajador;Índice;2008T3;92,2
17 Rioja, La;Coste total por trabajador;Índice;2008T2;100,5
17 Rioja, La;Coste total por trabajador;Índice;2008T1;90
17 Rioja, La;Coste total por trabajador;Índice;2007T4;100,5
17 Rioja, La;Coste total por trabajador;Índice;2007T3;89,2
17 Rioja, La;Coste total por trabajador;Índice;2007T2;95,9
17 Rioja, La;Coste total por trabajador;Índice;2007T1;85,6
17 Rioja, La;Coste total por trabajador;Índice;2006T4;96,8
17 Rioja, La;Coste total por trabajador;Índice;2006T3;85
17 Rioja, La;Coste total por trabajador;Índice;2006T2;94,1
17 Rioja, La;Coste total por trabajador;Índice;2006T1;83,8
17 Rioja, La;Coste total por trabajador;Índice;2005T4;89,4
17 Rioja, La;Coste total por trabajador;Índice;2005T3;79,8
17 Rioja, La;Coste total por trabajador;Índice;2005T2;87,3
17 Rioja, La;Coste total por trabajador;Índice;2005T1;78,3
17 Rioja, La;Coste total por trabajador;Índice;2004T4;87,1
17 Rioja, La;Coste total por trabajador;Índice;2004T3;78,3
17 Rioja, La;Coste total por trabajador;Índice;2004T2;85,3
17 Rioja, La;Coste total por trabajador;Índice;2004T1;76,7
17 Rioja, La;Coste total por trabajador;Índice;2003T4;86
17 Rioja, La;Coste total por trabajador;Índice;2003T3;76
17 Rioja, La;Coste total por trabajador;Índice;2003T2;83,3
17 Rioja, La;Coste total por trabajador;Índice;2003T1;73,8
17 Rioja, La;Coste total por trabajador;Índice;2002T4;83
17 Rioja, La;Coste total por trabajador;Índice;2002T3;74,6
17 Rioja, La;Coste total por trabajador;Índice;2002T2;80,1
17 Rioja, La;Coste total por trabajador;Índice;2002T1;71,1
17 Rioja, La;Coste total por trabajador;Índice;2001T4;81,3
17 Rioja, La;Coste total por trabajador;Índice;2001T3;73,1
17 Rioja, La;Coste total por trabajador;Índice;2001T2;76,4
17 Rioja, La;Coste total por trabajador;Índice;2001T1;68,6
17 Rioja, La;Coste total por trabajador;Índice;2000T4;76,5
17 Rioja, La;Coste total por trabajador;Índice;2000T3;68,1
17 Rioja, La;Coste total por trabajador;Índice;2000T2;73,6
17 Rioja, La;Coste total por trabajador;Índice;2000T1;65,8
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2024T4;5,1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2024T3;4,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2024T2;5,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2024T1;3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2023T4;4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2023T3;6,5
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2023T2;6,8
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2023T1;6,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2022T4;5,7
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2022T3;4,5
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2022T2;4,7
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2022T1;6,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2021T4;4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2021T3;1,9
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2021T2;12,2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2021T1;0,6
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2020T4;-0,7
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2020T3;0,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2020T2;-10,2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2020T1;-0,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2019T4;2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2019T3;2,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2019T2;3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2019T1;3,2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2018T4;-1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2018T3;0,9
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2018T2;-0,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2018T1;-2,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2017T4;0,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2017T3;1,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2017T2;0,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2017T1;0,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2016T4;-1,6
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2016T3;-4,5
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2016T2;-2,2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2016T1;-1,2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2015T4;2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2015T3;2,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2015T2;0,8
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2015T1;2,8
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2014T4;-1,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2014T3;-0,5
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2014T2;-2,2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2014T1;1,8
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2013T4;3,2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2013T3;-0,2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2013T2;1,9
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2013T1;-3,1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2012T4;-3,2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2012T3;-0,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2012T2;-1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2012T1;0,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2011T4;0,1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2011T3;1,5
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2011T2;0,6
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2011T1;0,5
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2010T4;-0,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2010T3;0,7
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2010T2;0,8
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2010T1;1,1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2009T4;3,9
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2009T3;3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2009T2;4,5
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2009T1;5,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2008T4;4,1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2008T3;3,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2008T2;4,8
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2008T1;5,1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2007T4;3,9
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2007T3;4,8
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2007T2;1,9
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2007T1;2,1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2006T4;8,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2006T3;6,6
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2006T2;7,8
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2006T1;7,1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2005T4;2,6
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2005T3;1,9
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2005T2;2,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2005T1;2,2
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2004T4;1,3
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2004T3;3,1
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2004T2;2,4
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2004T1;3,8
17 Rioja, La;Coste total por trabajador;Tasa de variación anual;2003T4;3,6
