Sectores de actividad CNAE 2009;Componentes del coste;Tipo de dato;Clase de indicador;Periodo;Total
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2015T3;-1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2015T2;-1,2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2015T1;0,2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2014T4;0
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2014T3;-0,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2014T2;4,2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2014T1;-2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2013T4;0
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2013T3;1,8
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2013T2;-1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2013T1;4,8
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2012T4;1,8
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2012T3;2,1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2012T2;3,5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2012T1;3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2011T4;2,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2011T3;4,2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2011T2;1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2011T1;-1,4
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2010T4;2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2010T3;-1,2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2010T2;0,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2010T1;2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2009T4;5,1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2009T3;4,5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2009T2;10,5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2009T1;4,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2008T4;3,1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2008T3;4,7
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2008T2;2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2008T1;8,1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2007T4;4
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2007T3;4,6
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2007T2;2,7
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2007T1;4,6
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2006T4;4,6
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2006T3;3,9
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2006T2;8,2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2006T1;0,6
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2005T4;3,9
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2005T3;4,8
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2005T2;2,4
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2005T1;7,5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2004T4;6,7
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2004T3;1,5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2004T2;1,2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2004T1;5,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2003T4;3,7
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2003T3;4,8
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2003T2;9,6
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2003T1;3,2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2002T4;4,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2002T3;4,9
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2002T2;2,5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2002T1;8,8
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2001T4;5,6
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2001T3;3,7
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2001T2;5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2001T1;4,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2000T4;..
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2000T3;..
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2000T2;..
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2000T1;..
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2024T4;20,7
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2024T3;20,1
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2024T2;18,92
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2024T1;17,86
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2023T4;20,17
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2023T3;19,09
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2023T2;18,46
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2023T1;16,61
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2022T4;19,02
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2022T3;18,45
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2022T2;17,54
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2022T1;15,87
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2021T4;18,35
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2021T3;17,58
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2021T2;17
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2021T1;15,87
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2020T4;18,12
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2020T3;17,6
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2020T2;17,8
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2020T1;15,59
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2019T4;17,81
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2019T3;17,51
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2019T2;16,65
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2019T1;14,96
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2018T4;17,69
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2018T3;17,23
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2018T2;15,85
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2018T1;15,07
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2017T4;17,83
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2017T3;16,88
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2017T2;16,22
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2017T1;14,61
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2016T4;17,58
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2016T3;16,88
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2016T2;15,43
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2016T1;15,23
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2015T4;17,33
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2015T3;16,88
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2015T2;16,06
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2015T1;14,64
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2014T4;17,15
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2014T3;16,95
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2014T2;16,15
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2014T1;14,49
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2013T4;17,24
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2013T3;16,9
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2013T2;15,44
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2013T1;14,72
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2012T4;17,07
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2012T3;16,67
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2012T2;15,59
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2012T1;14,05
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2011T4;16,93
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2011T3;16,45
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2011T2;15,12
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2011T1;13,75
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2010T4;16,46
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2010T3;15,71
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2010T2;14,74
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2010T1;13,7
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2009T4;16,05
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2009T3;15,76
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2009T2;14,62
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2009T1;13,35
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2008T4;15,3
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2008T3;15,2
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2008T2;13,33
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2008T1;13,13
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2007T4;14,85
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2007T3;14,42
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2007T2;13,15
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2007T1;11,94
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2006T4;14,35
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2006T3;13,89
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2006T2;12,72
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2006T1;11,44
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2005T4;13,72
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2005T3;13,36
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2005T2;11,82
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2005T1;11,44
Industria;Coste salarial total por hora;Euros;Principales series de ETCL;2004T4;13,21
